AccVers;Title;Identity;Length;Mismatches;Gap Opens;Query Start;Query End;Subject Start;Subject End;E-value;Bitscore;Blast Query
XP_008158665.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Eptesicus fuscus];63.454;498;173;4;1;498;1;489;0.0;"639
";TRIM22
XP_036181094.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Myotis myotis];60.920;522;175;4;1;498;1;517;0.0;"637
";TRIM22
XP_044236411.1;E3 ubiquitin-protein ligase TRIM22 isoform X2 [Ursus arctos horribilis];63.052;498;148;3;1;498;1;462;0.0;"635
";TRIM22
XP_045695458.1;tripartite motif-containing protein 34-like [Phyllostomus hastatus];63.655;498;170;3;1;498;1;487;0.0;"634
";TRIM22
XP_032282948.1;E3 ubiquitin-protein ligase TRIM22 isoform X3 [Phoca vitulina];62.651;498;150;3;1;498;33;494;0.0;"633
";TRIM22
XP_036077536.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Rousettus aegyptiacus];59.623;530;179;5;1;498;1;527;0.0;"631
";TRIM22
XP_014390732.1;PREDICTED: LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Myotis brandtii];60.271;516;182;4;1;498;1;511;0.0;"630
";TRIM22
XP_014316239.1;E3 ubiquitin-protein ligase TRIM22-like [Myotis lucifugus];60.853;516;178;5;1;498;1;510;0.0;"627
";TRIM22
XP_028371300.1;tripartite motif-containing protein 6 isoform X2 [Phyllostomus discolor];62.851;498;174;3;1;498;1;487;0.0;"626
";TRIM22
XP_023598780.1;E3 ubiquitin-protein ligase TRIM22 isoform X2 [Trichechus manatus latirostris];63.380;497;148;2;4;498;3;467;0.0;"625
";TRIM22
XP_014637865.1;PREDICTED: LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Ceratotherium simum simum];62.048;498;182;1;1;498;1;491;0.0;"624
";TRIM22
XP_023614532.1;tripartite motif-containing protein 34 isoform X2 [Myotis lucifugus];62.450;498;176;3;1;498;1;487;0.0;"624
";TRIM22
XP_019611378.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22-like, partial [Rhinolophus sinicus];67.325;456;146;3;44;498;1;454;0.0;"624
";TRIM22
XP_037002196.1;tripartite motif-containing protein 34-like [Artibeus jamaicensis];63.052;498;173;3;1;498;1;487;0.0;"624
";TRIM22
XP_006094619.1;tripartite motif-containing protein 34 isoform X1 [Myotis lucifugus];62.450;498;176;3;1;498;44;530;0.0;"624
";TRIM22
XP_004418370.1;PREDICTED: tripartite motif-containing protein 34 [Ceratotherium simum simum];63.380;497;171;3;1;497;1;486;0.0;"623
";TRIM22
XP_045433649.1;E3 ubiquitin-protein ligase TRIM22 isoform X2 [Pipistrellus kuhlii];60.843;498;182;4;1;498;1;485;0.0;"622
";TRIM22
XP_015415633.1;PREDICTED: tripartite motif-containing protein 34 isoform X4 [Myotis davidii];61.847;498;177;3;1;498;332;816;0.0;"621
";TRIM22
XP_015415633.1;PREDICTED: tripartite motif-containing protein 34 isoform X4 [Myotis davidii];59.801;301;121;0;1;301;4;304;2.28e-114;"362
";TRIM22
XP_036181099.1;tripartite motif-containing protein 34-like isoform X2 [Myotis myotis];62.048;498;178;3;1;498;31;517;0.0;"619
";TRIM22
XP_036782944.1;tripartite motif-containing protein 34-like [Manis pentadactyla];60.843;498;185;2;1;498;1;488;0.0;"619
";TRIM22
XP_036181098.1;tripartite motif-containing protein 34-like isoform X1 [Myotis myotis];62.249;498;177;3;1;498;44;530;0.0;"619
";TRIM22
XP_015415596.1;PREDICTED: tripartite motif-containing protein 34 isoform X3 [Myotis davidii];61.847;498;177;3;1;498;1;485;0.0;"619
";TRIM22
XP_006752662.1;PREDICTED: tripartite motif-containing protein 34 isoform X1 [Myotis davidii];61.847;498;177;3;1;498;44;528;0.0;"618
";TRIM22
XP_005860880.1;PREDICTED: tripartite motif-containing protein 34 [Myotis brandtii];62.249;498;177;3;1;498;44;530;0.0;"618
";TRIM22
XP_036283981.1;tripartite motif-containing protein 34 isoform X5 [Pipistrellus kuhlii];61.044;498;182;3;1;498;44;529;0.0;"617
";TRIM22
XP_045695514.1;LOW QUALITY PROTEIN: uncharacterized protein LOC123819249 [Phyllostomus hastatus];62.227;503;163;6;1;498;535;1015;0.0;"615
";TRIM22
XP_045695514.1;LOW QUALITY PROTEIN: uncharacterized protein LOC123819249 [Phyllostomus hastatus];53.878;490;201;3;7;496;7;471;1.46e-174;"524
";TRIM22
XP_008158661.1;tripartite motif-containing protein 34-like [Eptesicus fuscus];61.044;498;183;3;1;498;44;530;0.0;"615
";TRIM22
XP_036283979.1;tripartite motif-containing protein 34 isoform X3 [Pipistrellus kuhlii];61.245;498;181;3;1;498;77;562;0.0;"615
";TRIM22
XP_025783695.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Puma concolor];61.245;498;186;4;1;498;1;491;0.0;"614
";TRIM22
XP_017497924.2;tripartite motif-containing protein 34-like [Manis javanica];60.442;498;187;2;1;498;1;488;0.0;"614
";TRIM22
XP_036283980.1;tripartite motif-containing protein 34 isoform X4 [Pipistrellus kuhlii];59.883;511;184;4;1;498;44;546;0.0;"612
";TRIM22
XP_036283977.1;tripartite motif-containing protein 34 isoform X2 [Pipistrellus kuhlii];59.883;511;184;4;1;498;1;503;0.0;"612
";TRIM22
XP_036283977.2;tripartite motif-containing protein 34 isoform X2 [Pipistrellus kuhlii];59.883;511;184;4;1;498;61;563;0.0;"612
";TRIM22
XP_036283976.1;tripartite motif-containing protein 34 isoform X1 [Pipistrellus kuhlii];60.078;511;183;4;1;498;77;579;0.0;"610
";TRIM22
XP_039703822.1;tripartite motif-containing protein 34-like [Pteropus giganteus];60.000;500;188;5;1;497;1;491;0.0;"609
";TRIM22
XP_014395497.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22 [Myotis brandtii];62.450;498;179;3;1;498;46;535;0.0;"608
";TRIM22
XP_045039546.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Desmodus rotundus];63.052;498;178;4;1;498;1;492;0.0;"607
";TRIM22
XP_008064721.1;tripartite motif-containing protein 34-like [Carlito syrichta];60.285;491;185;2;8;498;8;488;0.0;"607
";TRIM22
XP_012414743.2;tripartite motif-containing protein 34-like isoform X1 [Trichechus manatus latirostris];61.647;498;181;2;1;498;11;498;0.0;"606
";TRIM22
XP_014637834.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22-like [Ceratotherium simum simum];58.635;498;206;0;1;498;1;498;0.0;"605
";TRIM22
XP_036907454.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Sturnira hondurensis];61.694;496;186;3;1;496;1;492;0.0;"604
";TRIM22
XP_014695137.2;E3 ubiquitin-protein ligase TRIM22-like [Equus asinus];60.442;498;194;3;1;498;1;495;0.0;"603
";TRIM22
XP_028372304.1;E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Phyllostomus discolor];62.450;498;183;3;1;498;1;494;0.0;"602
";TRIM22
XP_012509884.1;PREDICTED: LOW QUALITY PROTEIN: tripartite motif-containing protein 34-like [Propithecus coquereli];61.847;498;180;2;1;498;328;815;0.0;"602
";TRIM22
XP_012509884.1;PREDICTED: LOW QUALITY PROTEIN: tripartite motif-containing protein 34-like [Propithecus coquereli];58.725;298;123;0;4;301;3;300;3.49e-111;"354
";TRIM22
XP_045695453.1;E3 ubiquitin-protein ligase TRIM22-like [Phyllostomus hastatus];62.249;498;184;3;1;498;1;494;0.0;"602
";TRIM22
XP_008522591.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22-like [Equus przewalskii];58.414;517;189;4;1;498;1;510;0.0;"602
";TRIM22
XP_036907456.1;E3 ubiquitin-protein ligase TRIM22-like isoform X3 [Sturnira hondurensis];61.492;496;187;3;1;496;1;492;0.0;"601
";TRIM22
NP_001192120.1;tripartite motif-containing protein 34 [Canis lupus familiaris];60.163;492;186;2;7;498;6;487;0.0;"600
";TRIM22
XP_007092268.2;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22 [Panthera tigris];60.321;499;190;5;1;498;1;492;0.0;"600
";TRIM22
XP_001504501.2;E3 ubiquitin-protein ligase TRIM22 isoform X1 [Equus caballus];58.221;517;190;4;1;498;1;510;0.0;"600
";TRIM22
XP_019523990.1;PREDICTED: tripartite motif-containing protein 34-like [Hipposideros armiger];61.245;498;182;3;1;498;26;512;0.0;"599
";TRIM22
XP_036907457.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Sturnira hondurensis];61.924;499;167;6;1;496;1;479;0.0;"598
";TRIM22
XP_024430446.1;E3 ubiquitin-protein ligase TRIM22-like [Desmodus rotundus];62.823;503;160;6;1;498;1;481;0.0;"597
";TRIM22
XP_045039539.1;tripartite motif-containing protein 34 isoform X1 [Desmodus rotundus];63.253;498;172;3;1;498;59;545;0.0;"597
";TRIM22
XP_036114173.1;tripartite motif-containing protein 34-like [Molossus molossus];61.044;498;182;3;1;498;43;528;0.0;"597
";TRIM22
XP_029812237.1;tripartite motif-containing protein 34-like isoform X1 [Suricata suricatta];61.179;492;180;3;7;498;6;486;0.0;"597
";TRIM22
XP_024430435.1;tripartite motif-containing protein 34 isoform X2 [Desmodus rotundus];63.454;498;171;3;1;498;1;487;0.0;"595
";TRIM22
XP_025844203.1;tripartite motif-containing protein 34-like [Vulpes vulpes];60.163;492;186;2;7;498;6;487;0.0;"595
";TRIM22
XP_040114511.1;tripartite motif-containing protein 34-like [Oryx dammah];60.600;500;184;4;1;498;1;489;0.0;"595
";TRIM22
XP_023501637.1;E3 ubiquitin-protein ligase TRIM22 isoform X3 [Equus caballus];59.839;498;197;3;1;498;1;495;0.0;"595
";TRIM22
XP_025315032.1;tripartite motif-containing protein 34-like isoform X1 [Canis lupus dingo];59.756;492;188;2;7;498;6;487;0.0;"595
";TRIM22
XP_040317322.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Puma yagouaroundi];59.839;498;184;5;1;498;1;482;0.0;"594
";TRIM22
XP_026908444.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22 [Acinonyx jubatus];59.839;498;184;5;1;498;1;482;0.0;"593
";TRIM22
XP_045413295.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 34-like [Lemur catta];61.245;498;183;2;1;498;327;814;0.0;"592
";TRIM22
XP_045413295.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 34-like [Lemur catta];59.596;297;120;0;4;300;3;299;7.81e-106;"340
";TRIM22
XP_041586424.1;tripartite motif-containing protein 34-like isoform X1 [Vulpes lagopus];59.756;492;188;2;7;498;6;487;0.0;"591
";TRIM22
XP_003421466.1;tripartite motif-containing protein 34 [Loxodonta africana];62.048;498;179;2;1;498;1;488;0.0;"591
";TRIM22
XP_011951297.3;tripartite motif-containing protein 34 isoform X1 [Ovis aries];60.000;500;187;4;1;498;1;489;0.0;"591
";TRIM22
XP_036181102.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Myotis myotis];56.593;546;181;4;1;498;52;589;0.0;"591
";TRIM22
XP_036181103.1;E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Myotis myotis];56.593;546;181;4;1;498;1;538;0.0;"591
";TRIM22
XP_004418371.1;PREDICTED: tripartite motif-containing protein 5-like [Ceratotherium simum simum];57.738;504;200;4;1;498;1;497;0.0;"589
";TRIM22
XP_014637878.1;PREDICTED: tripartite motif-containing protein 5-like [Ceratotherium simum simum];58.730;504;195;4;1;498;1;497;0.0;"588
";TRIM22
XP_011900560.1;PREDICTED: LOW QUALITY PROTEIN: tripartite motif-containing protein 34 [Cercocebus atys];61.245;498;182;3;1;498;49;535;0.0;"588
";TRIM22
XP_035886065.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Phyllostomus discolor];61.431;503;167;6;1;498;1;481;0.0;"588
";TRIM22
XP_025122301.2;tripartite motif-containing protein 34 isoform X1 [Bubalus bubalis];61.000;500;181;4;1;498;1;488;0.0;"587
";TRIM22
XP_035886067.1;E3 ubiquitin-protein ligase TRIM22-like isoform X4 [Phyllostomus discolor];61.233;503;168;6;1;498;1;481;0.0;"585
";TRIM22
XP_023501633.1;E3 ubiquitin-protein ligase TRIM22 isoform X1 [Equus caballus];58.203;512;197;4;1;498;1;509;0.0;"585
";TRIM22
XP_005612166.1;tripartite motif-containing protein 5 [Equus caballus];56.311;515;204;4;1;498;1;511;0.0;"585
";TRIM22
XP_036077541.1;tripartite motif-containing protein 5 isoform X1 [Rousettus aegyptiacus];57.570;502;202;4;1;498;1;495;0.0;"585
";TRIM22
XP_036181104.1;E3 ubiquitin-protein ligase TRIM22-like isoform X3 [Myotis myotis];56.410;546;182;4;1;498;52;589;0.0;"585
";TRIM22
NP_001192122.1;tripartite motif-containing protein 34 [Equus caballus];61.647;498;181;2;1;498;1;488;0.0;"585
";TRIM22
XP_036284042.1;E3 ubiquitin-protein ligase TRIM22 [Pipistrellus kuhlii];59.082;501;196;4;1;498;1;495;0.0;"584
";TRIM22
XP_014695135.2;E3 ubiquitin-protein ligase TRIM22-like [Equus asinus];57.060;517;196;4;1;498;1;510;0.0;"584
";TRIM22
NP_001039926.1;tripartite motif-containing protein 34 [Bos taurus];61.400;500;179;4;1;498;1;488;0.0;"583
";TRIM22
XP_036893642.1;tripartite motif-containing protein 34-like isoform X1 [Sturnira hondurensis];62.249;498;177;3;1;498;1;487;0.0;"583
";TRIM22
XP_010858822.1;PREDICTED: uncharacterized protein LOC105003384 [Bison bison bison];61.600;500;178;4;1;498;650;1137;0.0;"583
";TRIM22
XP_010858822.1;PREDICTED: uncharacterized protein LOC105003384 [Bison bison bison];56.740;497;204;3;1;497;1;486;0.0;"556
";TRIM22
XP_037002197.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Artibeus jamaicensis];60.878;501;150;5;1;498;1;458;0.0;"583
";TRIM22
XP_036995001.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Artibeus jamaicensis];60.594;505;188;4;1;498;1;501;0.0;"583
";TRIM22
XP_027418908.1;tripartite motif-containing protein 34-like isoform X1 [Bos indicus x Bos taurus];61.400;500;179;4;1;498;1;488;0.0;"582
";TRIM22
XP_019830865.1;PREDICTED: tripartite motif-containing protein 34-like isoform X1 [Bos indicus];61.400;500;179;4;1;498;1;488;0.0;"582
";TRIM22
XP_036907459.1;E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Sturnira hondurensis];60.521;499;151;5;1;496;1;456;0.0;"582
";TRIM22
XP_020020709.1;tripartite motif-containing protein 34 [Castor canadensis];61.044;498;182;3;1;498;1;486;0.0;"582
";TRIM22
XP_019667490.2;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22 [Felis catus];59.438;498;186;5;1;498;1;482;0.0;"582
";TRIM22
XP_014695120.2;tripartite motif-containing protein 5-like isoform X1 [Equus asinus];55.728;515;207;4;1;498;1;511;0.0;"582
";TRIM22
XP_037002202.1;E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Artibeus jamaicensis];60.679;501;149;5;1;498;1;456;0.0;"580
";TRIM22
XP_032976646.1;tripartite motif-containing protein 34-like isoform X2 [Rhinolophus ferrumequinum];61.382;492;179;3;7;498;32;512;0.0;"580
";TRIM22
XP_035886074.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Phyllostomus discolor];61.245;498;180;4;1;498;1;485;0.0;"580
";TRIM22
XP_015982310.2;tripartite motif-containing protein 34 isoform X2 [Rousettus aegyptiacus];61.350;489;178;3;8;496;55;532;0.0;"579
";TRIM22
XP_032976645.1;tripartite motif-containing protein 34-like isoform X1 [Rhinolophus ferrumequinum];61.382;492;179;3;7;498;42;522;0.0;"579
";TRIM22
XP_027993442.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Eptesicus fuscus];59.400;500;192;5;1;498;46;536;0.0;"578
";TRIM22
XP_011381436.1;tripartite motif-containing protein 34-like [Pteropus vampyrus];61.145;489;179;3;8;496;55;532;0.0;"578
";TRIM22
XP_043761576.1;tripartite motif-containing protein 34-like isoform X1 [Cervus elaphus];61.000;500;182;4;1;498;1;489;0.0;"578
";TRIM22
XP_014695141.2;tripartite motif-containing protein 34-like isoform X1 [Equus asinus];61.245;498;183;2;1;498;1;488;0.0;"578
";TRIM22
XP_014316245.2;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Myotis lucifugus];60.040;503;181;6;1;498;1;488;0.0;"577
";TRIM22
XP_021541313.1;tripartite motif-containing protein 34-like [Neomonachus schauinslandi];60.569;492;184;2;7;498;17;498;0.0;"576
";TRIM22
XP_039703816.1;tripartite motif-containing protein 34-like [Pteropus giganteus];60.941;489;180;3;8;496;55;532;0.0;"576
";TRIM22
XP_043337917.1;tripartite motif-containing protein 34-like isoform X1 [Cervus canadensis];60.800;500;183;4;1;498;1;489;0.0;"575
";TRIM22
XP_039079703.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 34-like [Hyaena hyaena];60.976;492;181;3;7;498;6;486;0.0;"575
";TRIM22
XP_039326923.1;tripartite motif-containing protein 34 isoform X3 [Saimiri boliviensis boliviensis];58.434;498;196;3;1;498;327;813;0.0;"575
";TRIM22
XP_039326923.1;tripartite motif-containing protein 34 isoform X3 [Saimiri boliviensis boliviensis];58.472;301;125;0;1;301;1;301;2.04e-104;"336
";TRIM22
XP_023598787.1;tripartite motif-containing protein 34-like isoform X2 [Trichechus manatus latirostris];59.438;498;171;3;1;498;11;477;0.0;"574
";TRIM22
XP_006203662.1;tripartite motif-containing protein 34 isoform X1 [Vicugna pacos];60.966;497;183;3;1;497;1;486;0.0;"574
";TRIM22
XP_023501638.1;E3 ubiquitin-protein ligase TRIM22 isoform X4 [Equus caballus];58.635;498;194;4;1;498;1;486;0.0;"573
";TRIM22
XP_037377903.1;uncharacterized protein LOC119254981 [Talpa occidentalis];60.922;499;183;4;1;498;1;488;0.0;"573
";TRIM22
XP_037377903.1;uncharacterized protein LOC119254981 [Talpa occidentalis];47.984;496;252;1;5;494;541;1036;4.91e-153;"469
";TRIM22
XP_018892635.1;tripartite motif-containing protein 34 isoform X2 [Gorilla gorilla gorilla];61.245;498;183;2;1;498;355;842;0.0;"573
";TRIM22
XP_018892635.1;tripartite motif-containing protein 34 isoform X2 [Gorilla gorilla gorilla];60.133;301;120;0;1;301;29;329;1.93e-116;"369
";TRIM22
XP_010988867.1;tripartite motif-containing protein 34 isoform X1 [Camelus dromedarius];60.362;497;186;3;1;497;1;486;0.0;"573
";TRIM22
XP_014637853.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22-like [Ceratotherium simum simum];59.639;498;201;0;1;498;1;498;0.0;"573
";TRIM22
XP_010944277.2;tripartite motif-containing protein 34-like isoform X1 [Camelus bactrianus];60.362;497;186;3;1;497;1;486;0.0;"573
";TRIM22
XP_025315033.1;tripartite motif-containing protein 34-like isoform X2 [Canis lupus dingo];58.333;492;186;3;7;498;6;478;0.0;"573
";TRIM22
XP_005906941.1;PREDICTED: tripartite motif-containing protein 34 [Bos mutus];61.000;500;180;5;1;498;1;487;0.0;"572
";TRIM22
XP_012580693.1;PREDICTED: tripartite motif-containing protein 34 [Condylura cristata];60.120;499;185;4;1;497;1;487;0.0;"572
";TRIM22
XP_042089069.1;tripartite motif-containing protein 34 isoform X2 [Ovis aries];58.800;500;184;5;1;498;1;480;0.0;"571
";TRIM22
XP_033063862.1;tripartite motif-containing protein 34 isoform X1 [Trachypithecus francoisi];61.847;498;180;2;1;498;40;527;0.0;"571
";TRIM22
XP_006185722.2;tripartite motif-containing protein 34 isoform X1 [Camelus ferus];60.161;497;187;3;1;497;1;486;0.0;"571
";TRIM22
XP_033063863.1;tripartite motif-containing protein 34 isoform X2 [Trachypithecus francoisi];61.847;498;180;2;1;498;1;488;0.0;"570
";TRIM22
XP_007459860.1;PREDICTED: tripartite motif-containing protein 6-like isoform X1 [Lipotes vexillifer];58.032;498;198;3;1;498;1;487;0.0;"569
";TRIM22
XP_029065317.1;tripartite motif-containing protein 6 [Monodon monoceros];58.032;498;198;3;1;498;1;487;0.0;"569
";TRIM22
XP_032496120.1;tripartite motif-containing protein 6 [Phocoena sinus];58.032;498;198;3;1;498;67;553;0.0;"568
";TRIM22
NP_001192121.1;tripartite motif-containing protein 6 [Equus caballus];57.430;498;201;3;1;498;4;490;0.0;"568
";TRIM22
NP_001003819.1;tripartite motif-containing 6 and tripartite motif-containing 34 [Homo sapiens];60.843;498;185;2;1;498;355;842;0.0;"567
";TRIM22
NP_001003819.1;tripartite motif-containing 6 and tripartite motif-containing 34 [Homo sapiens];60.133;301;120;0;1;301;29;329;1.41e-115;"366
";TRIM22
XP_016775228.1;tripartite motif-containing protein 34 isoform X1 [Pan troglodytes];60.843;498;185;2;1;498;49;536;0.0;"567
";TRIM22
XP_014930815.2;tripartite motif-containing protein 34-like isoform X2 [Acinonyx jubatus];61.179;492;181;2;7;498;6;487;0.0;"567
";TRIM22
XP_022418955.1;tripartite motif-containing protein 6-like [Delphinapterus leucas];57.831;498;199;3;1;498;1;487;0.0;"567
";TRIM22
XP_024612806.1;tripartite motif-containing protein 6 [Neophocaena asiaeorientalis asiaeorientalis];58.032;498;198;3;1;498;67;553;0.0;"567
";TRIM22
XP_028688319.1;tripartite motif-containing protein 34 isoform X2 [Macaca mulatta];61.245;498;183;2;1;498;27;514;0.0;"567
";TRIM22
XP_014695140.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 6 [Equus asinus];57.430;498;201;3;1;498;4;490;0.0;"567
";TRIM22
XP_026908443.1;tripartite motif-containing protein 6 [Acinonyx jubatus];57.831;498;199;3;1;498;1;487;0.0;"567
";TRIM22
XP_042763178.1;tripartite motif-containing protein 34-like isoform X2 [Panthera leo];60.976;492;182;2;7;498;6;487;0.0;"566
";TRIM22
XP_023065389.1;tripartite motif-containing protein 34 [Piliocolobus tephrosceles];61.647;498;181;2;1;498;1;488;0.0;"566
";TRIM22
XP_015397587.1;PREDICTED: tripartite motif-containing protein 34 isoform X2 [Panthera tigris altaica];60.976;492;182;2;7;498;6;487;0.0;"566
";TRIM22
XP_017742800.1;PREDICTED: tripartite motif-containing protein 34 isoform X1 [Rhinopithecus bieti];61.446;498;182;2;1;498;40;527;0.0;"566
";TRIM22
XP_014635196.1;PREDICTED: tripartite motif-containing protein 6 [Ceratotherium simum simum];58.032;498;198;3;1;498;1;487;0.0;"566
";TRIM22
XP_005578967.1;PREDICTED: tripartite motif-containing protein 34 isoform X1 [Macaca fascicularis];61.245;498;183;2;1;498;49;536;0.0;"566
";TRIM22
XP_004327769.1;tripartite motif-containing protein 6 isoform X1 [Tursiops truncatus];57.831;498;199;3;1;498;1;487;0.0;"566
";TRIM22
XP_045638876.1;tripartite motif-containing protein 34-like isoform X1 [Ursus americanus];60.976;492;182;2;7;498;6;487;0.0;"566
";TRIM22
NP_001192106.1;tripartite motif-containing protein 34 [Pan troglodytes];60.843;498;185;2;1;498;1;488;0.0;"566
";TRIM22
XP_014970511.2;tripartite motif-containing protein 34 isoform X1 [Macaca mulatta];61.245;498;183;2;1;498;49;536;0.0;"566
";TRIM22
XP_011717110.1;tripartite motif-containing protein 34 isoform X2 [Macaca nemestrina];61.044;498;184;2;1;498;27;514;0.0;"566
";TRIM22
XP_023368567.1;tripartite motif-containing protein 34 isoform X1 [Otolemur garnettii];59.481;501;190;3;1;498;1;491;0.0;"566
";TRIM22
XP_005578967.2;tripartite motif-containing protein 34 [Macaca fascicularis];61.245;498;183;2;1;498;1;488;0.0;"566
";TRIM22
NP_001003827.1;tripartite motif-containing protein 34 isoform 1 [Homo sapiens];60.843;498;185;2;1;498;1;488;0.0;"566
";TRIM22
XP_025784461.1;tripartite motif-containing protein 34-like isoform X1 [Puma concolor];60.772;492;183;2;7;498;6;487;0.0;"566
";TRIM22
XP_019293581.1;PREDICTED: tripartite motif-containing protein 34-like isoform X3 [Panthera pardus];60.976;492;182;2;7;498;6;487;0.0;"566
";TRIM22
XP_005689860.1;PREDICTED: tripartite motif-containing protein 6 [Capra hircus];57.631;498;200;3;1;498;1;487;0.0;"566
";TRIM22
XP_010362846.1;tripartite motif-containing protein 34 isoform X2 [Rhinopithecus roxellana];61.446;498;182;2;1;498;1;488;0.0;"566
";TRIM22
NP_001192111.1;tripartite motif-containing protein 34 [Macaca mulatta];61.245;498;183;2;1;498;1;488;0.0;"565
";TRIM22
XP_011717109.1;tripartite motif-containing protein 34 isoform X1 [Macaca nemestrina];61.044;498;184;2;1;498;49;536;0.0;"565
";TRIM22
XP_020750433.1;tripartite motif-containing protein 34 [Odocoileus virginianus texanus];61.000;500;182;4;1;498;1;489;0.0;"565
";TRIM22
XP_043436417.1;tripartite motif-containing protein 34-like [Prionailurus bengalensis];60.976;492;182;2;7;498;6;487;0.0;"565
";TRIM22
XP_025784464.1;tripartite motif-containing protein 6 isoform X2 [Puma concolor];57.631;498;200;3;1;498;1;487;0.0;"565
";TRIM22
XP_004279309.1;tripartite motif-containing protein 6 isoform X1 [Orcinus orca];57.831;498;199;3;1;498;1;487;0.0;"565
";TRIM22
XP_004016282.1;tripartite motif-containing protein 6 [Ovis aries];57.430;498;201;3;1;498;1;487;0.0;"565
";TRIM22
XP_028372300.2;E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Phyllostomus discolor];59.681;501;156;5;1;498;1;458;0.0;"565
";TRIM22
XP_045340229.1;tripartite motif-containing protein 6 isoform X1 [Leopardus geoffroyi];57.631;498;200;3;1;498;1;487;0.0;"565
";TRIM22
XP_016070520.1;PREDICTED: tripartite motif-containing protein 34-like [Miniopterus natalensis];60.521;499;182;4;1;498;1;485;0.0;"565
";TRIM22
XP_007092269.1;PREDICTED: tripartite motif-containing protein 6 [Panthera tigris altaica];57.631;498;200;3;1;498;1;487;0.0;"565
";TRIM22
XP_040317317.1;tripartite motif-containing protein 34-like isoform X2 [Puma yagouaroundi];60.772;492;183;2;7;498;6;487;0.0;"565
";TRIM22
XP_019293584.1;PREDICTED: tripartite motif-containing protein 6 isoform X1 [Panthera pardus];57.631;498;200;3;1;498;1;487;0.0;"565
";TRIM22
XP_043436418.1;tripartite motif-containing protein 6 [Prionailurus bengalensis];57.430;498;201;3;1;498;1;487;0.0;"565
";TRIM22
XP_026971356.1;tripartite motif-containing protein 6 isoform X1 [Lagenorhynchus obliquidens];57.831;498;199;3;1;498;1;487;0.0;"565
";TRIM22
XP_027418911.1;tripartite motif-containing protein 34-like isoform X2 [Bos indicus x Bos taurus];60.400;500;175;5;1;498;1;479;0.0;"564
";TRIM22
XP_025211417.1;tripartite motif-containing protein 34 [Theropithecus gelada];61.245;498;183;2;1;498;1;488;0.0;"564
";TRIM22
XP_008018082.2;tripartite motif-containing protein 34 [Chlorocebus sabaeus];61.044;498;184;2;1;498;49;536;0.0;"564
";TRIM22
XP_023501636.1;E3 ubiquitin-protein ligase TRIM22 isoform X2 [Equus caballus];56.731;520;183;7;1;498;1;500;0.0;"564
";TRIM22
XP_007103051.1;tripartite motif-containing protein 6 isoform X2 [Physeter catodon];57.430;498;201;3;1;498;1;487;0.0;"563
";TRIM22
XP_040487244.1;uncharacterized protein LOC103680049 [Ursus maritimus];60.569;492;184;2;7;498;793;1274;0.0;"563
";TRIM22
XP_040487244.1;uncharacterized protein LOC103680049 [Ursus maritimus];56.740;497;204;3;1;497;1;486;0.0;"552
";TRIM22
XP_026345377.1;tripartite motif-containing protein 34-like isoform X1 [Ursus arctos horribilis];60.772;492;183;2;7;498;6;487;0.0;"563
";TRIM22
XP_045340225.1;tripartite motif-containing protein 34-like isoform X3 [Leopardus geoffroyi];60.772;492;183;2;7;498;6;487;0.0;"563
";TRIM22
