AccVers;Species;ProtAnnotation;GeneAnnotation;GeneId;Location;ProtDef;GeneDef;TreeStatus;TreeAnnotation;RNAId;aBSRELStatus
XP_035886051.1;Phyllostomus discolor;TRIM22;TRIM5;114499956;NC_040908.2;E3 ubiquitin-protein ligase TRIM22-like isoform X3 [Phyllostomus discolor];LOC114499956 tripartite motif-containing protein 5-like;REMOVED|Too big (>600aa);;;REMOVED|Too big (>600aa)
XP_035886050.1;Phyllostomus discolor;TRIM22;TRIM5;114499956;NC_040908.2;E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Phyllostomus discolor];LOC114499956 tripartite motif-containing protein 5-like;REMOVED|Too big (>600aa);;;REMOVED|Too big (>600aa)
XP_035886054.1;Phyllostomus discolor;TRIM5;TRIM5;114499956;NC_040908.2;tripartite motif-containing protein 5-like isoform X5 [Phyllostomus discolor];LOC114499956 tripartite motif-containing protein 5-like;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_035886055.1;Phyllostomus discolor;TRIM5;TRIM5;114499956;NC_040908.2;tripartite motif-containing protein 5-like isoform X6 [Phyllostomus discolor];LOC114499956 tripartite motif-containing protein 5-like;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_028372907.1;Phyllostomus discolor;TRIM5;TRIM5;114500409;NC_040908.2;tripartite motif-containing protein 5-like [Phyllostomus discolor];LOC114500409 tripartite motif-containing protein 5-like;INCLUDED;TRIM5;XM_028517106.2;INCLUDED
XP_035886052.1;Phyllostomus discolor;TRIM5;TRIM5;114499956;NC_040908.2;tripartite motif-containing protein 5-like isoform X4 [Phyllostomus discolor];LOC114499956 tripartite motif-containing protein 5-like;INCLUDED;TRIM5;XM_036030159.1;INCLUDED
XP_035886045.1;Phyllostomus discolor;TRIM5;TRIM5;114499956;NC_040908.2;tripartite motif-containing protein 5-like isoform X1 [Phyllostomus discolor];LOC114499956 tripartite motif-containing protein 5-like;REMOVED|Too big (>600aa);;;REMOVED|Too big (>600aa)
XP_028371300.1;Phyllostomus discolor;TRIM6;TRIM6;114499369;NC_040908.2;tripartite motif-containing protein 6 isoform X2 [Phyllostomus discolor];TRIM6 tripartite motif containing 6;INCLUDED;TRIM34;XM_028515499.2;INCLUDED
XP_028371304.2;Phyllostomus discolor;TRIM6;TRIM6;114499369;NC_040908.2;tripartite motif-containing protein 6 isoform X1 [Phyllostomus discolor];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_028515503.2;INCLUDED
XP_045695453.1;Phyllostomus hastatus;TRIM22;TRIM22;123819201;NW_025333845.1;E3 ubiquitin-protein ligase TRIM22-like [Phyllostomus hastatus];LOC123819201 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045695448.1;Phyllostomus hastatus;TRIM22;TRIM5;123819198;NW_025333845.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Phyllostomus hastatus];LOC123819198 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045695458.1;Phyllostomus hastatus;TRIM34;TRIM34;123819204;NW_025333845.1;tripartite motif-containing protein 34-like [Phyllostomus hastatus];LOC123819204 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045695454.1;Phyllostomus hastatus;TRIM5;TRIM5;123819202;NW_025333845.1;tripartite motif-containing protein 5-like isoform X1 [Phyllostomus hastatus];LOC123819202 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045695451.1;Phyllostomus hastatus;TRIM5;TRIM5;123819199;NW_025333845.1;tripartite motif-containing protein 5-like [Phyllostomus hastatus];LOC123819199 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045695455.1;Phyllostomus hastatus;TRIM5;TRIM5;123819202;NW_025333845.1;tripartite motif-containing protein 5-like isoform X2 [Phyllostomus hastatus];LOC123819202 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045695462.1;Phyllostomus hastatus;TRIM5;TRIM5;123819206;NW_025333845.1;tripartite motif-containing protein 5-like isoform X2 [Phyllostomus hastatus];LOC123819206 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045695461.1;Phyllostomus hastatus;TRIM5;TRIM5;123819206;NW_025333845.1;tripartite motif-containing protein 5-like isoform X1 [Phyllostomus hastatus];LOC123819206 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045695450.1;Phyllostomus hastatus;TRIM5;TRIM5;123819198;NW_025333845.1;tripartite motif-containing protein 5-like isoform X2 [Phyllostomus hastatus];LOC123819198 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045695456.1;Phyllostomus hastatus;TRIM6;TRIM6;123819203;NW_025333845.1;tripartite motif-containing protein 6-like isoform X1 [Phyllostomus hastatus];LOC123819203 tripartite motif-containing protein 6-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045695457.1;Phyllostomus hastatus;TRIM6;TRIM6;123819203;NW_025333845.1;tripartite motif-containing protein 6-like isoform X2 [Phyllostomus hastatus];LOC123819203 tripartite motif-containing protein 6-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045695514.1;Phyllostomus hastatus;UNCHAR;UNCHAR;123819249;NW_025333845.1;LOW QUALITY PROTEIN: uncharacterized protein LOC123819249 [Phyllostomus hastatus];LOC123819249 uncharacterized LOC123819249;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_007103050.1;Physeter catodon;TRIM6;TRIM6;102975900;NC_041229.1;tripartite motif-containing protein 6 isoform X1 [Physeter catodon];LOC102975900 tripartite motif-containing protein 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
XP_007103051.1;Physeter catodon;TRIM6;TRIM6;102975900;NC_041229.1;tripartite motif-containing protein 6 isoform X2 [Physeter catodon];LOC102975900 tripartite motif-containing protein 6;INCLUDED;TRIM6;XM_007102989.2;INCLUDED
XP_023065395.1;Piliocolobus tephrosceles;TRIM22;TRIM22;111540946;NC_045446.1;E3 ubiquitin-protein ligase TRIM22 [Piliocolobus tephrosceles];TRIM22 tripartite motif containing 22;INCLUDED;TRIM22;XM_023209627.1;INCLUDED
XP_023065389.1;Piliocolobus tephrosceles;TRIM34;TRIM34;111540940;NC_045446.1;tripartite motif-containing protein 34 [Piliocolobus tephrosceles];TRIM34 tripartite motif containing 34;INCLUDED;TRIM34;XM_023209621.3;INCLUDED
XP_023065393.1;Piliocolobus tephrosceles;TRIM5;TRIM5;111540945;NC_045446.1;tripartite motif-containing protein 5 [Piliocolobus tephrosceles];TRIM5 tripartite motif containing 5;INCLUDED;TRIM5;XM_023209625.2;INCLUDED
XP_023065387.2;Piliocolobus tephrosceles;TRIM6;TRIM6;111540938;NC_045446.1;tripartite motif-containing protein 6 [Piliocolobus tephrosceles];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_023209619.2;INCLUDED
XP_036284001.1;Pipistrellus kuhlii;TRIM22;TRIM22;118713483;NW_023425595.1;E3 ubiquitin-protein ligase TRIM22 isoform X1 [Pipistrellus kuhlii];LOC118713483 E3 ubiquitin-protein ligase TRIM22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036284042.1;Pipistrellus kuhlii;TRIM22;TRIM22;118713518;NW_023425595.1;E3 ubiquitin-protein ligase TRIM22 [Pipistrellus kuhlii];LOC118713518 E3 ubiquitin-protein ligase TRIM22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045433649.1;Pipistrellus kuhlii;TRIM22;TRIM22;118713483;NW_023425595.1;E3 ubiquitin-protein ligase TRIM22 isoform X2 [Pipistrellus kuhlii];LOC118713483 E3 ubiquitin-protein ligase TRIM22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036283977.2;Pipistrellus kuhlii;TRIM34;TRIM34;118713478;NW_023425595.1;tripartite motif-containing protein 34 isoform X2 [Pipistrellus kuhlii];LOC118713478 tripartite motif-containing protein 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036283980.1;Pipistrellus kuhlii;TRIM34;TRIM34;118713478;NW_023425595.1;tripartite motif-containing protein 34 isoform X4 [Pipistrellus kuhlii];LOC118713478 tripartite motif-containing protein 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036283981.1;Pipistrellus kuhlii;TRIM34;TRIM34;118713478;NW_023425595.1;tripartite motif-containing protein 34 isoform X5 [Pipistrellus kuhlii];LOC118713478 tripartite motif-containing protein 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036283976.1;Pipistrellus kuhlii;TRIM34;TRIM34;118713478;NW_023425595.1;tripartite motif-containing protein 34 isoform X1 [Pipistrellus kuhlii];LOC118713478 tripartite motif-containing protein 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036283979.1;Pipistrellus kuhlii;TRIM34;TRIM34;118713478;NW_023425595.1;tripartite motif-containing protein 34 isoform X3 [Pipistrellus kuhlii];LOC118713478 tripartite motif-containing protein 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045434016.1;Pipistrellus kuhlii;TRIM5;TRIM5;118713480;NW_023425595.1;tripartite motif-containing protein 5-like isoform X5 [Pipistrellus kuhlii];LOC118713480 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036283987.1;Pipistrellus kuhlii;TRIM5;TRIM5;118713480;NW_023425595.1;tripartite motif-containing protein 5-like isoform X1 [Pipistrellus kuhlii];LOC118713480 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045434018.1;Pipistrellus kuhlii;TRIM5;TRIM5;118713480;NW_023425595.1;tripartite motif-containing protein 5-like isoform X7 [Pipistrellus kuhlii];LOC118713480 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045434015.1;Pipistrellus kuhlii;TRIM5;TRIM5;118713480;NW_023425595.1;tripartite motif-containing protein 5-like isoform X3 [Pipistrellus kuhlii];LOC118713480 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036283992.1;Pipistrellus kuhlii;TRIM5;TRIM5;118713480;NW_023425595.1;tripartite motif-containing protein 5-like isoform X4 [Pipistrellus kuhlii];LOC118713480 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045434017.1;Pipistrellus kuhlii;TRIM5;TRIM5;118713480;NW_023425595.1;tripartite motif-containing protein 5-like isoform X6 [Pipistrellus kuhlii];LOC118713480 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036283995.1;Pipistrellus kuhlii;TRIM5;TRIM5;118713480;NW_023425595.1;tripartite motif-containing protein 5-like isoform X8 [Pipistrellus kuhlii];LOC118713480 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045434019.1;Pipistrellus kuhlii;TRIM5;TRIM5;118713480;NW_023425595.1;tripartite motif-containing protein 5-like isoform X9 [Pipistrellus kuhlii];LOC118713480 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036283989.1;Pipistrellus kuhlii;TRIM5;TRIM5;118713480;NW_023425595.1;tripartite motif-containing protein 5-like isoform X2 [Pipistrellus kuhlii];LOC118713480 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045434021.1;Pipistrellus kuhlii;TRIM5;TRIM5;118713480;NW_023425595.1;tripartite motif-containing protein 5-like isoform X11 [Pipistrellus kuhlii];LOC118713480 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045434020.1;Pipistrellus kuhlii;TRIM5;TRIM5;118713480;NW_023425595.1;tripartite motif-containing protein 5-like isoform X10 [Pipistrellus kuhlii];LOC118713480 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036284004.1;Pipistrellus kuhlii;TRIM6;TRIM6;118713485;NW_023425595.1;tripartite motif-containing protein 6 [Pipistrellus kuhlii];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
NP_001153280.1;Pongo abelii;TRIM22;TRIM22;100294624;NC_036914.1;E3 ubiquitin-protein ligase TRIM22 [Pongo abelii];TRIM22 tripartite motif containing 22;INCLUDED;TRIM22;NM_001159808.1;INCLUDED
XP_009244985.2;Pongo abelii;TRIM34;TRIM34;103891859;NC_036914.1;tripartite motif-containing protein 34 [Pongo abelii];TRIM34 tripartite motif containing 34;INCLUDED;TRIM34;XM_009246710.2;INCLUDED
XP_024110124.1;Pongo abelii;TRIM5;TRIM5;100137088;NC_036914.1;tripartite motif-containing protein 5 isoform X1 [Pongo abelii];TRIM5 tripartite motif containing 5;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
NP_001124542.1;Pongo abelii;TRIM5;TRIM5;100137088;NC_036914.1;tripartite motif-containing protein 5 [Pongo abelii];TRIM5 tripartite motif containing 5;INCLUDED;TRIM5;NM_001131070.1;INCLUDED
XP_009244984.1;Pongo abelii;TRIM6;TRIM6;100174213;NC_036914.1;tripartite motif-containing protein 6 isoform X2 [Pongo abelii];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
XP_024110399.1;Pongo abelii;TRIM6;TRIM6;100174213;NC_036914.1;tripartite motif-containing protein 6 isoform X1 [Pongo abelii];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_024254631.1;INCLUDED
XP_024110401.1;Pongo abelii;TRIM6;TRIM6;100174213;NC_036914.1;tripartite motif-containing protein 6 isoform X3 [Pongo abelii];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
NP_001127162.2;Pongo abelii;TRIM6;TRIM6;100174213;NC_036914.1;tripartite motif-containing protein 6 [Pongo abelii];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
XP_043436417.1;Prionailurus bengalensis;TRIM34;TRIM34;122483476;NC_057346.1;tripartite motif-containing protein 34-like [Prionailurus bengalensis];LOC122483476 tripartite motif-containing protein 34-like;INCLUDED;TRIM34;XM_043580482.1;INCLUDED
XP_043436419.1;Prionailurus bengalensis;TRIM5;TRIM5;122483478;NC_057346.1;tripartite motif-containing protein 5-like [Prionailurus bengalensis];LOC122483478 tripartite motif-containing protein 5-like;INCLUDED;TRIM5;XM_043580484.1;INCLUDED
XP_043436418.1;Prionailurus bengalensis;TRIM6;TRIM6;122483477;NC_057346.1;tripartite motif-containing protein 6 [Prionailurus bengalensis];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_043580483.1;INCLUDED
XP_012509884.1;Propithecus coquereli;TRIM34;TRIM34;105818436;NW_012150174.1;PREDICTED: LOW QUALITY PROTEIN: tripartite motif-containing protein 34-like [Propithecus coquereli];LOC105818436 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_012509883.1;Propithecus coquereli;TRIM5;TRIM5;105818435;NW_012150174.1;PREDICTED: tripartite motif-containing protein 5 [Propithecus coquereli];TRIM5 tripartite motif containing 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_006915737.1;Pteropus alecto;TRIM22;TRIM22;102892772;NW_006438643.1;E3 ubiquitin-protein ligase TRIM22 [Pteropus alecto];TRIM22 tripartite motif containing 22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_015447817.1;Pteropus alecto;TRIM34;TRIM34;102888261;NW_006438643.1;tripartite motif-containing protein 34, partial [Pteropus alecto];LOC102888261 tripartite motif-containing protein 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_015447843.1;Pteropus alecto;TRIM34;TRIM34;102893426;NW_006438643.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 34-like [Pteropus alecto];LOC102893426 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_006915742.1;Pteropus alecto;TRIM6;TRIM6;102893667;NW_006438643.1;tripartite motif-containing protein 6 isoform X3 [Pteropus alecto];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_006915741.1;Pteropus alecto;TRIM6;TRIM6;102893667;NW_006438643.1;tripartite motif-containing protein 6 isoform X2 [Pteropus alecto];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_006915740.1;Pteropus alecto;TRIM6;TRIM6;102893667;NW_006438643.1;tripartite motif-containing protein 6 isoform X1 [Pteropus alecto];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_039703817.1;Pteropus giganteus;TRIM22;TRIM22;120590255;NW_024352784.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Pteropus giganteus];LOC120590255 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_039703821.1;Pteropus giganteus;TRIM22;TRIM22;120590255;NW_024352784.1;E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Pteropus giganteus];LOC120590255 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_039703822.1;Pteropus giganteus;TRIM34;TRIM34;120590256;NW_024352784.1;tripartite motif-containing protein 34-like [Pteropus giganteus];LOC120590256 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_039703816.1;Pteropus giganteus;TRIM34;TRIM34;120590254;NW_024352784.1;tripartite motif-containing protein 34-like [Pteropus giganteus];LOC120590254 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_039703824.1;Pteropus giganteus;TRIM6;TRIM6;120590257;NW_024352784.1;tripartite motif-containing protein 6 isoform X2 [Pteropus giganteus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_023380643.1;Pteropus vampyrus;TRIM22;TRIM22;105307583;NW_011889285.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Pteropus vampyrus];LOC105307583 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_023380642.1;Pteropus vampyrus;TRIM22;TRIM22;105307585;NW_011889285.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Pteropus vampyrus];LOC105307585 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_011381436.1;Pteropus vampyrus;TRIM34;TRIM34;105307582;NW_011889285.1;tripartite motif-containing protein 34-like [Pteropus vampyrus];LOC105307582 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_011381454.1;Pteropus vampyrus;TRIM34;TRIM34;105307601;NW_011889285.1;tripartite motif-containing protein 34-like [Pteropus vampyrus];LOC105307601 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_011381433.1;Pteropus vampyrus;TRIM6;TRIM6;105307581;NW_011889285.1;tripartite motif-containing protein 6 isoform X1 [Pteropus vampyrus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_011381434.2;Pteropus vampyrus;TRIM6;TRIM6;105307581;NW_011889285.1;tripartite motif-containing protein 6 isoform X2 [Pteropus vampyrus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_011381435.1;Pteropus vampyrus;TRIM6;TRIM6;105307581;NW_011889285.1;tripartite motif-containing protein 6 isoform X3 [Pteropus vampyrus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_025783695.1;Puma concolor;TRIM22;TRIM22;112864902;NW_020339798.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Puma concolor];LOC112864902 E3 ubiquitin-protein ligase TRIM22-like;INCLUDED;TRIM22;XM_025927910.1;REMOVED|Premature stop codon
XP_025784461.1;Puma concolor;TRIM34;TRIM34;112865565;NW_020339798.1;tripartite motif-containing protein 34-like isoform X1 [Puma concolor];LOC112865565 tripartite motif-containing protein 34-like;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_025784462.1;Puma concolor;TRIM34;TRIM34;112865565;NW_020339798.1;tripartite motif-containing protein 34-like isoform X2 [Puma concolor];LOC112865565 tripartite motif-containing protein 34-like;INCLUDED;TRIM34;XM_025928677.1;INCLUDED
XP_025783696.1;Puma concolor;TRIM5;TRIM5;112864903;NW_020339798.1;tripartite motif-containing protein 5-like [Puma concolor];LOC112864903 tripartite motif-containing protein 5-like;INCLUDED;TRIM5;XM_025927911.1;INCLUDED
XP_025784464.1;Puma concolor;TRIM6;TRIM6;112865567;NW_020339798.1;tripartite motif-containing protein 6 isoform X2 [Puma concolor];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_025928679.1;INCLUDED
XP_025784463.1;Puma concolor;TRIM6;TRIM6;112865567;NW_020339798.1;tripartite motif-containing protein 6 isoform X1 [Puma concolor];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
XP_040317322.1;Puma yagouaroundi;TRIM22;TRIM22;121021160;NW_024412472.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Puma yagouaroundi];LOC121021160 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_040317317.1;Puma yagouaroundi;TRIM34;TRIM34;121021158;NW_024412472.1;tripartite motif-containing protein 34-like isoform X2 [Puma yagouaroundi];LOC121021158 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_040317319.1;Puma yagouaroundi;TRIM5;TRIM34;121021158;NW_024412472.1;tripartite motif-containing protein 5-like isoform X4 [Puma yagouaroundi];LOC121021158 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_040317318.1;Puma yagouaroundi;TRIM5;TRIM34;121021158;NW_024412472.1;tripartite motif-containing protein 5-like isoform X3 [Puma yagouaroundi];LOC121021158 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_040317321.1;Puma yagouaroundi;TRIM6;TRIM6;121021159;NW_024412472.1;tripartite motif-containing protein 6 isoform X2 [Puma yagouaroundi];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_040317314.1;Puma yagouaroundi;UNCHAR;TRIM34;121021158;NW_024412472.1;uncharacterized protein LOC121021158 isoform X1 [Puma yagouaroundi];LOC121021158 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_038957048.1;Rattus norvegicus;TRIM30;TRIM30;499223;NC_051336.1;tripartite motif-containing protein 30A-like isoform X3 [Rattus norvegicus];TRIM30 tripartite motif-containing 30;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_038957046.1;Rattus norvegicus;TRIM30;TRIM30;499223;NC_051336.1;tripartite motif-containing protein 30A-like isoform X2 [Rattus norvegicus];TRIM30 tripartite motif-containing 30;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_006229977.1;Rattus norvegicus;TRIM30;TRIM30;102554102;NC_051336.1;tripartite motif-containing protein 30A [Rattus norvegicus];TRIM30C tripartite motif-containing 30C;INCLUDED;TRIM5;XM_006229915.4;INCLUDED
XP_006229979.1;Rattus norvegicus;TRIM30;TRIM30;499223;NC_051336.1;tripartite motif-containing protein 30A-like isoform X1 [Rattus norvegicus];TRIM30 tripartite motif-containing 30;INCLUDED;TRIM5;XM_006229917.4;INCLUDED
NP_001263420.1;Rattus norvegicus;TRIM34;TRIM34;101241893;NC_051336.1;tripartite motif-containing protein 34 [Rattus norvegicus];TRIM34 tripartite motif-containing 34;INCLUDED;TRIM34;NM_001276491.1;INCLUDED
XP_038959663.1;Rattus norvegicus;TRIM34;TRIM34;101241893;NC_051336.1;tripartite motif-containing protein 34 isoform X1 [Rattus norvegicus];TRIM34 tripartite motif-containing 34;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
NP_001014045.1;Rattus norvegicus;TRIM5;TRIM5;308906;NC_051336.1;tripartite motif-containing protein 5 [Rattus norvegicus];TRIM5 tripartite motif-containing 5;INCLUDED;TRIM5;NM_001014023.1;INCLUDED
NP_001163932.1;Rattus norvegicus;TRIM6;TRIM6;293294;NC_051336.1;tripartite motif-containing protein 6 [Rattus norvegicus];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;NM_001170461.1;INCLUDED
XP_032749036.1;Rattus rattus;TRIM30;TRIM30;116891793;NC_046155.1;tripartite motif-containing protein 30A-like [Rattus rattus];LOC116891793 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032750975.1;Rattus rattus;TRIM30;TRIM30;116893179;NC_046155.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 30A-like [Rattus rattus];LOC116893179 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032751590.1;Rattus rattus;TRIM30;TRIM30;116893983;NC_046155.1;tripartite motif-containing protein 30A-like [Rattus rattus];LOC116893983 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032750966.1;Rattus rattus;TRIM6;TRIM6;116893158;NC_046155.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 6 [Rattus rattus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032974799.1;Rhinolophus ferrumequinum;TRIM22;TRIM22;117029703;NC_046294.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Rhinolophus ferrumequinum];LOC117029703 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Too big (>600aa);;;REMOVED|Too big (>600aa)
XP_032974800.1;Rhinolophus ferrumequinum;TRIM22;TRIM22;117029704;NC_046294.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Rhinolophus ferrumequinum];LOC117029704 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Too big (>600aa);;;REMOVED|Too big (>600aa)
XP_032976646.1;Rhinolophus ferrumequinum;TRIM34;TRIM34;117030611;NC_046294.1;tripartite motif-containing protein 34-like isoform X2 [Rhinolophus ferrumequinum];LOC117030611 tripartite motif-containing protein 34-like;INCLUDED;TRIM34;XM_033120755.1;INCLUDED
XP_032976645.1;Rhinolophus ferrumequinum;TRIM34;TRIM34;117030611;NC_046294.1;tripartite motif-containing protein 34-like isoform X1 [Rhinolophus ferrumequinum];LOC117030611 tripartite motif-containing protein 34-like;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_032976647.1;Rhinolophus ferrumequinum;TRIM6;TRIM6;117030612;NC_046294.1;tripartite motif-containing protein 6 isoform X1 [Rhinolophus ferrumequinum];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
XP_032976648.1;Rhinolophus ferrumequinum;TRIM6;TRIM6;117030612;NC_046294.1;tripartite motif-containing protein 6 isoform X2 [Rhinolophus ferrumequinum];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_033120757.1;INCLUDED
